Id,Label,link,followers,verified
1311086403141480451,BR_DeTodos200Mi,https://twitter.com/BR_DeTodos200Mi,9013,False
36714942,PauloMartins10,https://twitter.com/PauloMartins10,289997,True
1311079248623546369,partk,https://twitter.com/partk,136,False
3132929881,bomdiajaider,https://twitter.com/bomdiajaider,673,False
1311072239681495040,lemonblog,https://twitter.com/lemonblog,1075,False
9612112,omelete,https://twitter.com/omelete,1445897,True
1311066341609058304,Paty_Cloroquina,https://twitter.com/Paty_Cloroquina,370,False
70799317,UOL,https://twitter.com/UOL,1859318,True
1311063002809077760,thiagoszta,https://twitter.com/thiagoszta,3648,False
14270103,hey_mika,https://twitter.com/hey_mika,189735,True
1311062508199981059,jpacheco_adv,https://twitter.com/jpacheco_adv,3459,False
54341363,JornalOGlobo,https://twitter.com/JornalOGlobo,6638864,True
1311056787613810689,denis_bdsp,https://twitter.com/denis_bdsp,779,False
1003449594288668672,AlineTosin,https://twitter.com/AlineTosin,32296,False
1311053955334627328,sweetmedeiros,https://twitter.com/sweetmedeiros,321,False
8802752,g1,https://twitter.com/g1,12160674,True
1311048952318435335,kanirata,https://twitter.com/kanirata,2138,False
1120119091744919552,XeroxHolmes4,https://twitter.com/XeroxHolmes4,2509,False
1311048731849043971,fernand20590575,https://twitter.com/fernand20590575,3,False
1163562471854133250,gen_heleno,https://twitter.com/gen_heleno,1147591,True
1311037100331085824,Armystressada,https://twitter.com/Armystressada,461,False
1150815283390615553,hwgmelody,https://twitter.com/hwgmelody,7987,False
1311036919040675841,DropTheMobile,https://twitter.com/DropTheMobile,1200,False
9317502,Estadao,https://twitter.com/Estadao,6978027,True
1311027138733236224,MPThiago1,https://twitter.com/MPThiago1,497,False
1051033474784796672,LUIZPATRIOTA39,https://twitter.com/LUIZPATRIOTA39,32796,False
1311014474715930624,leonor_sim,https://twitter.com/leonor_sim,133,False
2880932962,o_antagonista,https://twitter.com/o_antagonista,1308654,True
1311014426389229568,camel150782,https://twitter.com/camel150782,19906,False
1298718080877514752,jornalveracruz,https://twitter.com/jornalveracruz,17553,False
1311011131293667330,postmodernisto,https://twitter.com/postmodernisto,343,False
735741240,albuquerque_af,https://twitter.com/albuquerque_af,93593,False
1311007773447122945,_xuse,https://twitter.com/_xuse,1088,False
128372940,jairbolsonaro,https://twitter.com/jairbolsonaro,6686037,True
1311006934284337152,shedinjx,https://twitter.com/shedinjx,604,False
24802340,jornalextra,https://twitter.com/jornalextra,1035319,True
1311004389814013961,BragaCleeo,https://twitter.com/BragaCleeo,134,False
52849416,FMouraBrasil,https://twitter.com/FMouraBrasil,1492544,True
1311001694969516033,porco_castro,https://twitter.com/porco_castro,62,False
16284725,UrbanNathalia,https://twitter.com/UrbanNathalia,16132,False
1311001285034901504,itamochii,https://twitter.com/itamochii,3252,False
1199452700305448960,gguklovemaze,https://twitter.com/gguklovemaze,7880,False
1310995965344612355,dkourani,https://twitter.com/dkourani,55,False
30070288,exame,https://twitter.com/exame,2765736,True
1310993480068542464,jpsampaio,https://twitter.com/jpsampaio,522,False
63010366,luizpaulor,https://twitter.com/luizpaulor,41189,False
1310992353826664449,depsmartins,https://twitter.com/depsmartins,13,False
342403919,AiltonBenedito,https://twitter.com/AiltonBenedito,227310,True
1310990681134059521,vinig_rodrigues,https://twitter.com/vinig_rodrigues,341,False
1546271816,GalizaAr,https://twitter.com/GalizaAr,18884,False
1310986885515313154,rafthpompeo,https://twitter.com/rafthpompeo,491,False
4579300287,GreysABrasil,https://twitter.com/GreysABrasil,156971,False
1310985435833946119,faibischew,https://twitter.com/faibischew,195,False
36687068,marivarella,https://twitter.com/marivarella,42572,True
1310981529145925632,GuardiaoMidia,https://twitter.com/GuardiaoMidia,12,False
975127727501185025,CarlaZambelli38,https://twitter.com/CarlaZambelli38,1136215,True
1310978342183743490,kassiogaldino,https://twitter.com/kassiogaldino,369,False
64836589,WalterSena,https://twitter.com/WalterSena,2107,False
1310974602173190150,ccarolinyx,https://twitter.com/ccarolinyx,753,False
2860078520,alimerosa,https://twitter.com/alimerosa,393,False
1310973258842484741,OtaviodeCarval9,https://twitter.com/OtaviodeCarval9,4,False
106714016,policiafederal,https://twitter.com/policiafederal,2066724,True
